"","text"
"10326"," love "
"10327"," unsubscribed didnt get haha"
"10328"," im still best work comes midnight "
"10329"," can never forget angels must parts push meaningful common sense reforms lets honor memories meaningful action still cant understand congress failed act breaks heart "
"10330"," senator goodgrief "
"10331"," wins time us close dark chapter history come together begin buildbackbetter "
"10332","early voting starts today georgia get cast ballot jan "
"10333","im overjoyed watching many colleagues friends serve electors cast states electoral votes every day get closer ending horrid year reality show looking forward buildingbackbetter"
"10334","wow sounds familiar hear told us haha someone shows believe first time maya angelou luckily will pres biden vp harris wh stop attempt cut programs "
"10335","secretaries state paid tax paying citizens aka voters make easy possible voters exercise rights folks like quick send military fight democracy abroad everything cripple democracy home "
"10336"," wherever congregate agree washington use moral leadership "
"10337"," understand now newspapers hard time financially wasting money employing neanderthals editorial boards dr biden earned phd right use title dr dobetter "
"10338"," stand shoulders giants "
"10339"," program coupled staceys work game changer"
"10340"," one things ga southern states dont automatic voter reg dmv sos oct georgia registered voters throughout state million came automatic reg dept driver services"
"10341","bottomline folks cant count folks vaccine readily available yet stay vigilant can stay home limit travel socially distance importantly mask things will get worse get better"
"10342","graham busy bullying sos states purge votes instead helping us senate members delegation amp scs ag wasting time resources boneheaded frivolous lawsuits mcmaster still taking virus seriously enough"
"10343","thread drill sc icu beds full amp communities holds coronavirus relief cares protecting companies liability knowingly endanger lives employees "
"10344","lets help friends "
"10345","presidential tantrum onceagainitisdone "
"10346"," let say million votes almost k votes received either obama clinton strong foundation treasure trove data thousands volunteers candidates utilize process painful necessary"
"10347"," thing arent proving point understand value organizing ground game always plan covid changed proceed sc across country byron also recall trav also led efforts "
"10348"," yup amp continue put lives voters volunteers first lost aunt summer good friends covid understanding value protecting people makes us different can never put politics "
"10349"," didnt canvass early made call saw covid disproportionately impacting black communities fearful endangering voters amp volunteers goal always put lives people first"
"10350"," due respect byron talk folks scdp gotv organizers counties millions calls amp text messages hundreds thousands door knocks vols million votes trump receive million "
"10351"," state country facing darkest days pandemic leaders nothing stop time action folks got stay vigilant listen experts can stop surge will take us "
"10352"," can ask every election evidence proof just woke morning felt result election wasnt right sufficient maybe ga state election lindsey graham wasnt legitimate lets smh"
"10353"," now see america forked tongues rattle utterances love pride american democracy seditious actions betray words illustrate simply lust political power foolmeonce dontbefooledtwice"
"10354","happy hanukkah celebrate let lights tonight reminder much persevered year brighter days come chag sameach family "
"10355"," yes say folks back"
"10356"," happy see lead inaugural committee one better help us officially close door dark period history usher us brighter future real leadership time buildbackbetter "
"10357"," believe ags meeting trump today guess bit scared president make fun call mean names lunch table foolishness election done grow stop playing games amp something meaningful states "
"10358"," amazing honor included group tremendously talented brothers sisters thank amp theworkcontinues "
"10359"," believe kids resilient also believe adults heavily influenced childhoods dont want folks take lightly must kids try figure navigate abrupt changes "
"10360"," im sorry hear wishing best hang "
"10361"," fix must aware attempt mitigate impact best can"
"10362"," campaign hosted zoom town hall w amp others discuss impact covid kids article illustrates fear virus may go away impact kids long lasting leaders must game plan address "
"10363"," infants toddlers children growing covid era need now stable nurturing loving interaction parents father mos ive seen impact isolation breaks heart "
"10364"," wasteful embarrassing"
"10365"," sc cant afford healthcare folks medicaid expansion can waste money trumps quixotic adventures much tax dollars going towards foolishness dobettersc "
"10366"," must read "
"10367"," say will upgrade hud massive understatement work ethic dedication fighting least country unparalleled congrats congresswoman congrats america buildbackbetter "
"10368"," fighting democracy rule law following oath protect defend constitution yup stillfeckless "
"10369","another historic selection buildbackbetter"
"10370"," support"
"10371"," historic congratulations "
"10372","feckless leadership best graham others attempting shred constitution four years dumpster fire ummm looking forward competent leadership bidenharris administration buildbackbetter "
"10373","lets get work make sure elected united states senate ga needs senator works grow ga stock portfolio "
"10374"," months failed provide covid relief help georgians verge eviction said can relate ordinary georgians lets give taste unemployment shell time stroll sqft mansion w cat warnock"
"10375"," case missed tonights debate fill won got one month flip georgia andmake senate work people hope join helping turn georgia blue "
"10376"," place racist dogwhistle tactics new south building january georgians wil"
"10377"," great selection hhs "
"10378","wishing chairman brother wonderful happy birthday "
"10379","shameful frankly doesnt matter american people spoken just weeks away closing book disastrous corrupt administration looking forward bringing credibility honor dignity back buildbackbetter "
"10380"," aunt died alone nursing home didnt family hold hand departed many families across nation despair virus folks stop voting idiots demonstrate dont care loved ones "
"10381"," join powerhouse roundtable discuss upcoming runoff elec"
"10382"," sunday weekabc plus "
"10383"," us house representatives just voted decriminalize deschedule cannabis federal level h"
"10384"," families across country worried worried paying bills rent many basic necessities hav"
"10385","congratulations new chair new executive committee wishing much success continue serve conscience congress "
"10386","congratulations dccc chairmanship looking forward leadership next two years "
"10387","dont miss folks "
"10388","brightened supported room rated great flag sc flag "
"10389"," im damn happy proud congratulations now can guest inaugural shows haha "
"10390","enough enough deserve leaders will speak violence hatred become far common politics time everyone accept results put election behind us move forwards good country "
"10391","congratulations two tremendous friends public servants newly elected ga state senate newly elected newberry sc city council"
"10392"," proud young talent testament always say young people work hard amp follow passion listen heart amp meant well amp glory appreciation will follow believeinu "
"10393","bad judgment personnel policy lets see worked donald trump nuffsaid "
"10394"," im home columbia sc virus exits stage left come visit us sc"
"10395","coming minutes "
"10396"," democrats just parachute communities every years hope win invest everywhere talk everyone make sure policies reflect promises rural america launched can win put work "
"10397"," weeks georgians will go polls elect one thing help flip senate"
"10398"," finer public servant democrat friend looking forward seeing amazing things horizon "
"10399","january noon buildbackbetter "
"10400","public service serving public profiting pain kind behavior disqualifying georgia time elect someone will put first "
"10401","tremendous news proud friends colleagues buildbackbetter "
"10402","wishing happiest birthday man one happy birthday brother "
"10403","praying andrew know must hard will rely strength "
"10404"," days buildbackbetter "
"10405","running office hard can particularly difficult young families want thank thinking family particularly wife boys thoughtfulness touched heart thank gratefulheart"
"10406","yup started playing christmas music morning can listen charlie brown christmas cd year around myfavorite "
"10407"," challenging many reasons yet stay hopeful thankful gather virtually family friends dont despair give thanks lifes blessings become beacons light times darkness safe thanksgiving "
"10408","dirt road pac investing across country electing candidates understand represent communities party monolith act like thanks talk mission "
"10409"," thx mr mayor"
"10410"," youre board hope youll split donation amazing candidates georgia dirt road pac together can put work new south "
"10411"," work begins now georgia senate runoff elections critical elect take one step towards bringing decency back politics"
"10412","im proud movement built sc brought hope back moved one step closer new south now im launching continue fight put work build stronger democratic party investing everywhere listening everyone "
"10413","im making big announcement morning tune "
"10414","buildbackbetter "
"10415","congratulations shuwanza goff first black woman serve floor director house leadership will lead house legislative affairs president joe biden bidenharris "
"10416","im overjoyed learn yale classmate friend jake sullivan will serve nations next national security advisor president joe biden one dedicated keeping nation safe bidenharris"
"10417"," go everywhere listen everyone will win even south proving georgia "
"10418","happy birthday president elect "
"10419"," praying susan folks please think loved ones can stay safe many us weary cant give now stay vigilant importantly stay safe "
"10420","well bless hearts "
"10421","congratulations leadership reelection appreciate sc nation "
"10422"," "
"10423","buildbackbetter "
"10424"," knowingly buy rotten apples shouldnt surprised find worms sc nation deserved much better "
"10425"," new video americaneedsgeorgia turn volume amazing real change begins "
"10426","graham also asked whether raffensperger power toss mail ballots counties found higher rates nonmatching signatures raffensperger said raffspenger said stunned graham appeared suggest find way toss legally cast ballots"
"10427"," disgusting sickening criminal exactly talked years folks like lindsey dont give damn democracy rights power hope biden doj investigates "
"10428"," dude stay focus haha camp can chew gum walk time plus dont mess football"
"10429","well told ya somebody else ill leave one alone now "
"10430","proud friend brother true public servant "
"10431"," happy birthday friend"
"10432"," never worked politics interested understanding navigate capitol hill dc read book climbing hill get local library find "
"10433"," folks interested working biden harris administration bidenharris"
"10434","happy diwali everyone celebrating today wishing joy prosperity happydiwali"
"10435","congrats friends members proud amp thankful efforts newsouth "
"10436"," since appointment kelly loeffler looking one person "
"10437","folks teamjaime still fight last week weve raised georgia senate runoffs verge new south leading way hope youll join supporting historic campaigns"
"10438"," learn something new everyday interesting article "
"10439","hey folks please focus "
"10440"," "
"10441"," congratulations friend"
"10442"," congratulations well deserved bidentransition bidenharris"
"10443"," tell towns hospitals closed tell students live communities broadband access tell folks belton areas water issues just life good doesnt make everyone else"
"10444","tremain thank pouring heart soul effort bring hope back sc rome wasnt built day sc wont change overnight nonetheless hope still horizon "
"10445"," veteransday lets continue honor sacrifices veteranslike uncles willie jimmy good friend clay middleton keep country safe owe veterans families huge debt gratitude thank service "
"10446","congrats friend senator election senate democratic leadership vice chair democratic policy amp communications committee desperately needed voice passion leadership"
"10447","according lindseys new election rules dont responsible taking l just claim nonexistent voter fraud amp cheating hmm ok sc hear doover "
"10448"," became clear going successful immediately called senator graham congratulated donald trump lindsey know path stop playing games amp acting like toddlers "
"10449"," already "
"10450","im close setting fundraising effort buy muschamps contract jeez dude got go seriously gamecockfootball carolinafootball"
"10451"," now potuselect amp vpelect now need majority us senate join going elect brothers struggle amp please donate tonight bidenharris"
"10452"," already helping"
"10453","let us forget role political dad played get historic day congratulations congressman jim clyburn helping make moment possible whileibreatheihope bidenharris "
"10454"," amen one best operatives nation congrats kendall"
"10455","kindness civility return white house bidenharis "
"10456","congratulations president elect vice president elect election brings hope back communities across nation stand ready part build back better bidenharris "
"10457"," fall get million south carolinians stood now lets get back work see ga "
"10458"," thank rev"
"10459"," thanks everything busy"
"10460","folks please join sending contribution good friend "
"10461"," get ready georgia round january "
"10462"," thank "
"10463","received thoughtful call last night congratulate us race built hope words gesture touched know ballots counted president keep pushing build country deserve y"
"10464"," get result ballot box wanted showed courage determination brought hope back south carolina bottom heart thank "
"10465"," polls now closed line stay line entitled vote need every last one yall patient just little longer every vote matters"
"10466","got talk folks line around pee dee today stay line yall need every vote can get "
"10467"," together will"
"10468"," whoo thank vote go team"
"10469"," thank vote go team"
"10470"," whoo thank vote make sure check polling location "
"10471"," thank vote lets "
"10472"," whoo thank vote lets "
"10473"," whoo thank vote lets make sure check polling place "
"10474"," thank support go team"
"10475"," lets thank support"
"10476"," may name ballot election always standing people south carolina im proud movement weve built thank trust prayers wellwishes give hope "
"10477","richland county force vote today democracy "
"10478"," vote matters head polls today sure electionday starter pack mask wate"
"10479"," grandparents raised one meaningful experiences life casting vote son named late grandfather side truly blessed y thank support trust "
"10480"," thank started journey im appreciative"
"10481"," key information voting today visit find polling place problems casting vote call voter protection hotline line pm stay line entitled vote"
"10482"," going bring hope back south carolina already "
"10483"," election day polls open victory taking south carolina lets take "
"10484"," tremendous team thank "
"10485","just finished last rally hometown orangeburg "
"10486","tomorrow make history rest tonight get ready yall "
"10487"," family whole heart chance standing stage tonight werent marie boys "
"10488","growing town didnt much never imagined homecoming like america "
"10489"," chilly fall evening orangeburg crowd last drive rally electric tonight going show lindsey graham just hes "
"10490"," last drive rally campaign orangeburg "
"10491","south carolinas motto breathe hope polls close tomorrow changing motto breathe vote bring hope back south carolina "
"10492"," big one folks tonight join us final drive rally election hometown orangeburg going show show show lindsey graham sc ready send home sign space limited "
"10493"," election will come handful votes need resources make sure every vote counted chip today make sure prepared polls open "
"10494"," said last night ballots tossed south carolina voter disenfranchisement period wrong also hurts chances winning south carolinians anyone believes democracy outraged "
"10495"," jobs finished y keep going"
"10496"," jobs finished sendlindseyhome made last minute stop summerville way home tonight "
"10497","ending today moncks corner done much traditional campaigning covid days row trail know sc seen movement like long time big cities small towns like one hope coming "
"10498"," decided run last cycle folks told thing heard wanted get race got chance just like joe going shock lot people election night lowcountry fired change "
"10499","back road proud stand lowcountry mentor forever boss keep making calls getting vote today y important days election "
"10500"," thank vote can check status ballot "
"10501"," together believe will"
"10502"," amazing thank vote go team"
"10503"," thank vote together can "
"10504"," thank support days lets "
"10505"," thank support go team"
"10506"," thank support"
"10507"," whoo thank support lets "
"10508"," whoo thank support"
"10509"," thank support lets "
"10510"," thank support days"
"10511"," whoo thank support"
"10512"," whoo thank vote go team"
"10513"," affects mail ballots thank vote"
"10514","first said black folks can anything sc long conservative now says young women can place america prolife come traditional families requirements know lindsey "
"10515","brilliant young leaders like maya future country senator will invest next generation making sure every child state access good education affordable healthcare maya honored earned support "
"10516","america great always place people regardless race gender sexual orientation religion can achieve dreams never allow anyone tell otherwise"
"10517","please please please vote person early election day hand deliver absentee ballot election office pm election day find info "
"10518",""
"10519"," ballots tossed south carolina thousands ballots thrown confusion around whether witness signature required democrats republicans united voter disenfranchisement"
"10520"," promise lie people south carolina especially sweet potato pie "
"10521","incredible turnout energy upstate today thanks coming yall "
"10522"," election lindsey graham bringing hope back south carolina "
"10523","lindsey really worried keeping job "
"10524","anderson ready good time love energy upstate sendlindseyhome "
"10525","anderson ready good time love energy upstate sendlindseyhome "
"10526","rally get vote anderson "
"10527"," upstate ready sendlindseyhome ready bring hope back south carolina see yall rally anderson afternoon "
"10528"," absentee ballots south carolina already thrown minor mistakesand voters chance correct disenfranchisement plain simple vote person early election day "
"10529","pulled greenville going lie yall never thought id see round head side big bus like "
"10530"," making history folks youre upstate come part us join us drive rally anderson pm sign space limited "
"10531","first stop day spartanburg little chilly morning upstate fired "
"10532"," road across sc last days election day just wanted check y morning "
"10533"," honored accept endorsement tonight "
"10534","tonight made one thing clear time sendlindseyhome donate now agree "
"10535","live debate hall "
"10536"," charleston loophole allowed dylann roof purchase gun used murder nine constituents chair judiciary committee sen graham even bring charleston loophole bill debate absolutely shameful "
"10537","thirtyeight states expanded medicaid neighbors lived one hundreds thousands receive quality affordable health insurance shameful lindsey graham called courageous turn funding "
"10538"," opposed expanding medicaid stop playing politics senator "
"10539"," grandfather paved many roads still drive sc still afford see doctor passed away diabetes went undiagnosed years senator will fight make sure everyone access quality affordable healthcare "
"10540","depends mean consistent offshore drilling senator praises trumps offshore drilling ban introduces south carolina offshore drilling act "
"10541"," one way guarantee tragic oil spill beautiful coastline stop drilling oil "
"10542"," opposed defunding police beginning clear just going keep pretending hear badly need policing reforms will always safety south carolinians heart decisions senator"
"10543"," covid pandemic faceless statistics mothers fathers sisters brothers personal lindsey graham seem get "
"10544"," talk big game covid relief sitting senator done help south carolina families struggling pandemic"
"10545","lindsey graham said extend unemployment benefits dead bodies much cares people south carolina "
"10546"," lived american dream many folks today cut dream running us senate bring opportunity hope generation next "
"10547"," hey y minute "
"10548","teamjaime force ready debate night "
"10549"," pinching got talk last night work get vote especially south carolina important folks like kenyatta getting involved reason going win ownyourvote "
"10550","watch live pm follow along twitter live updates "
"10551"," debate night y know going walk like talk see can "
"10552","working earn votes folks rural areas just right thing path victory proud running rural hope agenda restore opportunity communities left behind far often "
"10553","nine million americans infected deadly virus last time senate anything help march vote starting "
"10554"," running movement based hope running based fear donate now make sure hope wins "
"10555"," changed people south carolina deserve senator will work behalf selfinterest thanks south carolinas last night "
"10556","join movement "
"10557","change coming "
"10558"," run race running today without showing us blueprint last election join us conversation instagram live today pm "
"10559","seeing pictures damage tropical storm zeta coming upstate praying folks hope everyone staying safe "
"10560"," exactly got race happier angel folks found purpose within movement going win "
"10561"," pandemic changed way campaign letting slow us join us final drive rallies year click links info upstate orangeburg "
"10562"," man good word grandfather taught never forgotten words change elected next senator"
"10563"," tonight us senate candidate says sen lindsey grahams lies south carolinians will cost sea"
"10564","tried hand job couple weeks ago tonight get see join tune catch talk going sendlindseyhome "
"10565"," believe new south help us finish campaign strong donate "
"10566"," old south fading new south rising will south defined boldness diversity inclusion need leaders believe vision "
"10567"," whoo thank vote lets "
"10568"," glad like thank support go team"
"10569"," whoo thanks vote together can "
"10570"," thank support lets "
"10571"," thank support cant without "
"10572"," whoo thank support cant without "
"10573"," thank support lets "
"10574"," whoo thanks support go team"
"10575"," thank support go team"
"10576"," whoo thank support"
"10577"," thank support go team"
"10578"," thank support go team"
"10579"," thanks support together got "
"10580"," thank ongoing support cant without lets "
"10581"," thank vote go team"
"10582"," thank vote lets "
"10583"," thank support go team"
"10584"," whoo thank vote go team"
"10585"," thank support go team"
"10586","turns one forcing police budget cuts "
"10587"," need tell vote know vote just asking vote dr martin luther kin"
"10588","update got debate y want see use words one time tune friday oct th pm "
"10589"," racial history orangeburg inescapable city locals hail forgotten birthplace south carolinas civil rights movement emerged democratic senate candidate jaime harrison "
"10590"," people fed moment history galvanized us unprecedented action will final say going win race"
"10591"," thank enough coming columbia put show last night going win race y movement building ready win "
"10592","hope way allin "
"10593","help us sendlindseyhome "
"10594","one week today firing lindsey graham"
"10595"," brought house hope yall enjoyed watching tonight remember get vote "
"10596","every dollar gets us closer defeating lindsey graham days lfg "
"10597","eyes prize eight days fire "
"10598"," sense weve got sendlindseyhome "
"10599","south carolina incredible talent thank getting show going "
"10600","columbia ready party "
"10601","south carolinas emcee tonight "
"10602","rally get vote feat common amp charlamagne tha god "
"10603"," appreciate taking time stop town talk folks importance voting need sendlindseyhome wait y see show got store finish night "
"10604"," came plan take away peoples healthcare barbershop stopped tolivers mane event barbershop columbia talking can expand healthcare much "
"10605"," still got lot work going sendlindseyhome days chip now help us meet goal "
"10606"," track reach goal fight back millions dollars lindsey mitchs super pacs pouring sc y stepping big time "
"10607"," vote im grateful south carolina today support campaign lets make history "
"10608","weve got treat yall today house richland county today talking issues getting vote "
"10609","heres fun fact voting last week nasa astronaut kate rubins cast vote space heres even fun fact early voting absentee started can find polling location visiting link "
"10610"," whoo thanks vote go team"
"10611"," thank support"
"10612"," thank support go team"
"10613","one biggest newspapers state knows can win donate now make sure sendlindseyhome "
"10614"," thank support cant without "
"10615"," whoo thank support"
"10616"," thank vote go team"
"10617"," thank team jaime together can "
"10618"," whoo thank hard work cant without "
"10619"," thank support lets go"
"10620"," thank support cant without "
"10621"," whoo thank support"
"10622"," started point underdog today honored accept endorsement oldest newspaper south carolina change coming folks "
"10623"," gop sen lindsey graham tight race keep south carolina seat democratic challenger says sho"
"10624"," win outworking opposition leave anything field make history"
"10625"," forces hate dont understand hope stronger building community hope will rise ashes like phoenix thank florence give hope "
"10626","y know find way little fun last days race got special treat join us monday evening columbia drive rally sign space limited "
"10627"," close closing spending gap going sendlindseyhome need help can chip whatever can help us reach goal "
"10628"," bringing million per day drown message hope final days election top million lindsey mitch mcconnells super pacs already spending "
"10629"," sound like follows cdc requirements "
"10630","icymi mitch mcconnell lindsey graham outspending us pouring million south carolina crucial final days campaign know grassroots movement back nowjoin us "
"10631","thanks everyone came rally get vote tonight days making history"
"10632"," can feel hope radiating every person crowd tonight "
"10633"," wilson high school founded colored grade school many know story kkk burning ground yet today gathering bring message hope people florence pee dee "
"10634"," mitch mcconnell operation rescue lindsey graham outspending us south carolina toss folks side knows days show future south carolina looks like bringhopeback "
"10635","rallying get vote florence "
"10636","back campaign trail shaping beautiful day get vote florence "
"10637"," always waiting see way wind will blow time nov rd "
"10638"," know bad even fox news telling voters reelect "
"10639","feeling anxious election day pass time help us sendlindseyhome phone banking can choose better future state power hands "
"10640","protip go look campaign finance reports probe done now covid relief bill "
"10641"," grateful everyone donated got ways go going sendlindseyhome can please donate amount help us meet goal "
"10642"," told y needed raise million fight back lindsey mitchs super pac stepped raised million last hours "
"10643"," playing trivia wes kauble donate join us "
"10644","time get together hundred closest sociallydistanced friends get vote coming pee dee next drive rally tomorrow sign details "
"10645"," need hands deck can help us close gap finish race strong chip now "
"10646","south carolina flooded money mitch mcconnells super pac lindseys rich donors taught school break whiteboard y one breakdown "
"10647","south carolina senate battleground one saw coming often find part history making exactly case believed since beginning finish job "
"10648"," close finish line need help one time put us top donate now sendlindseyhome "
"10649"," side broken records made impossible possible now mitch mcconnells super pac lindseys rich donors coming rob us everything built together "
"10650"," whoo thank vote go team"
"10651"," whoo thank vote go team"
"10652"," whoo thank vote go team"
"10653"," lets go thank support"
"10654"," thank votes congratulations son first time voting go team"
"10655"," thank votes support together can go team"
"10656"," whoo thank vote go team"
"10657"," thoughts case y know "
"10658"," race toss grassroots donors built movement now need support ever please chip whatever can help us bring home "
"10659"," made right choices make impossible possible now lindsey graham mitch mcconnell billionaire backers trying drown message hope last days race "
"10660","last quarter raised historic million put money straight work investing million grassroots mobilization million african american outreach million digital ads million television advertising "
"10661"," broken fundraising records campaign needed every cent get today made bold early investments get message voters paying "
"10662"," cut straight point lindsey graham republican allies spent million sc last weeks due outspend us last week campaign million race close make difference "
"10663","hey folks got new challenge ahead us final days wanted explain y right now "
"10664"," drill folks mitch mcconnell raised million since september coming rescue lindsey graham working need raise m election day just keep learn join us "
"10665","south carolina ready change finish fight "
"10666"," come far lose last week show just strong grassroots movement "
"10667"," deal y raised lot money needed every cent get today now mitch mcconnell lindseys billionaire donors coming save track outspend us million last week "
"10668"," hang sometimes hit rough patches things will get better"
"10669"," ready say bye felicia donate "
"10670"," think best thing fall going vote make plan vote find info "
"10671"," days dividing us political gain numbered "
"10672"," trying cancel last debate go tape "
"10673"," mitch mcconnell funneling millions dollars sc desperate save lindsey now help us make sure fails "
"10674"," got something even better coffee wake morning second poll us beating verge history y "
"10675"," seems think calling lindsey graham flipflops fun games hard work someones gotta welcome back working overtime "
"10676"," really worried know back can rush donation right now make sure sendlindseyhome "
"10677","grassroots donors stepped election unfortunately lindsey mcconnells millionaires dark money stepped m can crush movements like going dramatically outspent final days election "
"10678","lindsey graham made promises people south carolina difference make promises actually keep "
"10679","folks already voting election two weeks away election two weeks wake afterwards wonder done wake knowing everything sign phone bank "
"10680"," can ripple starts tidal wave can make history win "
"10681","time run back rallying get vote florence saturday sign now space limited "
"10682"," underdog whole life stopped far intend change nov rd "
"10683","proud ballot "
"10684","south carolina law enforcement officers face danger every day protect us across state investigation continues marie send prayers greenville co sheriffs deputy lost today well injured "
"10685","loving ms barbaras energy familys commitment voting inspiration greatest democracy world kinds lines unacceptable voter suppression must make easier folks exercise right vote "
"10686","yesterday marked name us senator ballot marie boys spirit grandfather made one special days life never let anyone tell life proof america anything possible "
"10687"," race left vs right conservative vs progressive right vs wrong voters every part political spectrum making clear time sendlindseyhome "
"10688"," already many folks living near poverty level virus hit things gotten worse called leaders like failed us every step way "
"10689","lindsey allies spending us make sure voters see message fear go polls let get away donate help us reach voters "
"10690","graham republican groups combined reserve million worth tv airtime closing weeks race knew day come scared fighting back "
"10691"," scared y given dates last debate commit south carolinians tired games knows want face voters hold accountable stop making excuses senator"
"10692"," case missed winning "
"10693"," knows thing two underdog also knows winning everybody listen president obama get vote "
"10694"," campaign beaten expectations shattered records didnt come far just make point win need vote make plan vote today "
"10695"," momentum energy passion real going carry us victory days thanks everyone came lowcountry drive rally "
"10696"," whoo thanks vote go team"
"10697"," whoo thank vote go team"
"10698"," thanks support go team"
"10699"," thanks support go team"
"10700"," whoo thanks vote lets "
"10701"," whoo thank vote"
"10702"," whoo thanks vote go team"
"10703"," thank support go team"
"10704"," thank support go team"
"10705"," whoo thanks vote support go team"
"10706"," thank support go team"
"10707","growing orangeburg never guessed see name ballot y made day possible thing proud casting vote earning votes thank trust win "
"10708"," still anyones election chip help us make finish line "
"10709"," senator acts like deserve power given must take power back give someone earns days"
"10710"," campaign restoring integrity honesty public service expect agree time will always tell truth proud support tom richland county knows character counts "
"10711","happy th birthday love life wishing amazing day marie "
"10712","thanks coming north charleston beginning see next time "
"10713"," look y fired ready go "
"10714","lowcountry drive rally get vote "
"10715"," ready get vote y tonight see soon lowcountry folks "
"10716","things will help us sendlindseyhome scrolling twitter yelling tv signing phone bank "
"10717"," enduring pain caused segregation laughing matter sen graham know now "
"10718"," edgar amazing thank support touched heart inspired work even harder thank "
"10719"," know can win til lot work going pull donate now help us finish line "
"10720"," drill new poll shows beating two points y know stop now let anyone say win days left win thing "
"10721"," whine cheese days "
"10722","lowcountry tomorrow rallying get vote join us north charleston sociallydistanced drive rally pm click details rsvp space limited "
"10723","whether need access affordable healthcare highspeed broadband learn work home someone pave dirt road going fight us senate "
"10724"," thank "
"10725"," thank "
"10726"," embarrassing headlines south carolinians deserve much better elected leaders "
"10727"," always sunny senate judiciary committee "
"10728"," new covid cases reported south carolina yesterday still trying take healthcare away"
"10729"," time get vote join us sociallydistanced drive rally north charleston saturday sign since space will limited "
"10730"," kid first job bingo caller came lindsey graham bingo tell y thought game might last little longer guess spends even less time job thought thanks playing along "
"10731"," vote win simple learn vote early absentee "
"10732"," thank voting go team"
"10733"," thank vote cant without "
"10734"," go team thanks support"
"10735"," thank support can sign phonebank "
"10736"," thank vote aiyisha cant without "
"10737"," thank vote go team"
"10738"," whoo thank support work getting people polls"
"10739"," can get yard sign "
"10740"," thank vote support sally go team"
"10741"," whoo go team thank vote support"
"10742"," momentum energy campaign generated pinch sometimes come way just feel good came win "
"10743","integrity honesty keeping word still matter "
"10744"," excited party purpose tomorrow starting pm watch sc fb page "
"10745"," give cynicism despair south carolina hope coming help smile "
"10746"," got ropes nov rd going knockout "
"10747"," big news excited announce next virtual brewery tour event will tomorrow night wednesday october"
"10748"," uninsured rate sc nearly people bought insurance aca exchange got tax credits help premiums sc states didnt expand medicaid fighting "
"10749","newsouth "
"10750"," someone shows believe just reminisced good old days segregation listen chip sendlindseyhome "
"10751"," just called segregation good old days good old days senator act like "
"10752","sendlindseyhome tweet"
"10753","well well well looks like lindsey problem telling truth "
"10754"," day ends y means good day sign make calls sendlindseyhome "
"10755","lindsey graham consistent august narrator never consistent last day order teamjaime merch time election day get lindsey flipflops right "
"10756"," clear going telling supreme court nominee end healthcare reform using power rip away peoples healthcare pandemic shameful embarrassing sc represented man "
"10757"," youre sick leaders use platform fight political interests chip help sendlindseyhome "
"10758"," middle supreme court confirmation hearing cant help bring fundraising youre chairman committee senator save hannity "
"10759","lindsey running reelection best lindsey running senate best south carolinians donate now help us sendlindseyhome "
"10760","people losing jobs evicted dying covid pandemic top priority beating virus yesterday played political games front cameras day"
"10761"," trying scare vote want inspire vote makes difference thanks morning "
"10762"," thank support cant without "
"10763"," whoo thank voting carol cant without "
"10764"," go team thank support"
"10765"," thank votes support go team"
"10766"," whoo thank vote support go team"
"10767"," whoo thanks vote together got "
"10768"," always great hear someone knows orangeburg thank support go team"
"10769"," thank vote go team"
"10770"," thank vote support cant without "
"10771"," whoo thank vote support go team"
"10772"," whoo thank vote go team"
"10773"," thank vote lisa go team"
"10774"," thank support cant without "
"10775"," thank support"
"10776"," congrats blessing hello baby zeke"
"10777","vote vote safely vote confidently vote proudly vote countrys future vote south carolinas future vote familys future vote vote vote learn "
"10778"," case missed good news share weekend job finished votes counted though keep making calls texting folks talking family friends going win y "
"10779","tell truth say mean mean say love thy neighbor south carolina values need now ever "
"10780"," see doctor costs much fighting lost job sure going make rent fighting student loans feel like never pay fighting twentytwo days"
"10781"," coming "
"10782"," day proud teamjaime record breaking announcement happy lakersnation nbafinals"
"10783","students across south carolina ready real leadership senate know decisions make now will affect planet generations come "
"10784"," made far together mitch mcconnells allies rushing millions south carolina save lindseys campaign little weeks get done help push us finish line "
"10785"," movement beaten fundraising records polling records expectations nobody thought roundheaded boy orangeburg take side done just bring home "
"10786"," know three days left order store time election day delivery look stylish drive polls remind everyone sendlindseyhome get "
"10787","lindsey graham finally said quiet part loud cares south carolinians belong political party political parties left vs right right vs wrong "
"10788","last week refused take covid test begged money fox news announced hold supreme court hearing days election day rush donation right now help kick office "
"10789"," flipflops myrtle beach summer time "
"10790"," fighting take south carolina first state secede first state two black senators serving time making history "
"10791","y momentum real since taking stage two hours ago raised k folks know time sendlindseyhome can help us hit k midnight "
"10792"," got days left race tighter ever donate tonight help us sendlindseyhome "
"10793","folks looking forward debating tonight refusal take basic covid test able stage together debating issues important state hope able change next time "
"10794"," talk big game covid relief sitting senator done help south carolina families struggling pandemic"
"10795"," might come healthcare bill barber shop mean gets take little top healthcare coverage "
"10796","one lindsey two lindsey old lindsey new lindsey sen grahams changing thoughts supreme court "
"10797","lindsey graham divides us need senator unite us "
"10798"," rural hospital closes coverage preexisting condition risk pandemic comes community politics doesnt matter values character matter "
"10799"," facts speak comes combatting covid lindsey graham either unable unwilling fight south carolinians "
"10800","politics part responding century pandemic saving peoples lives livelihoods yet sen graham played political games every step way"
